Reaction Type,Category,,,Reaction Type,Animals,Science,Healthy Eating,Technology,Food
worried,animals,,,,,,,,
dislike,animals,,,,,,,,
interested,animals,,,,,,,,
want,animals,,,,,,,,
intrigued,animals,,,,,,,,
love,culture,,,,,,,,
scared,culture,,,,,,,,
want,culture,,,,,,,,
disgust,culture,,,,,,,,
indifferent,culture,,,,,,,,
worried,culture,,,,,,,,
disgust,culture,,,,,,,,
love,culture,,,,,,,,
scared,culture,,,,,,,,
super love,culture,,,,,,,,
indifferent,culture,,,,,,,,
interested,culture,,,,,,,,
scared,culture,,,,,,,,
super love,culture,,,,,,,,
indifferent,culture,,,,,,,,
like,culture,,,,,,,,
like,culture,,,,,,,,
cherish,culture,,,,,,,,
peeking,culture,,,,,,,,
adore,culture,,,,,,,,
indifferent,culture,,,,,,,,
hate,culture,,,,,,,,
scared,animals,,,,,,,,
heart,animals,,,,,,,,
interested,animals,,,,,,,,
heart,animals,,,,,,,,
hate,animals,,,,,,,,
peeking,animals,,,,,,,,
peeking,animals,,,,,,,,
super love,animals,,,,,,,,
intrigued,animals,,,,,,,,
interested,animals,,,,,,,,
interested,animals,,,,,,,,
scared,animals,,,,,,,,
heart,animals,,,,,,,,
disgust,animals,,,,,,,,
hate,animals,,,,,,,,
indifferent,animals,,,,,,,,
love,animals,,,,,,,,
heart,animals,,,,,,,,
scared,animals,,,,,,,,
heart,animals,,,,,,,,
scared,animals,,,,,,,,
hate,animals,,,,,,,,
want,animals,,,,,,,,
adore,animals,,,,,,,,
interested,animals,,,,,,,,
scared,animals,,,,,,,,
adore,culture,,,,,,,,
disgust,culture,,,,,,,,
heart,culture,,,,,,,,
disgust,culture,,,,,,,,
cherish,cooking,,,,,,,,
hate,cooking,,,,,,,,
want,cooking,,,,,,,,
love,cooking,,,,,,,,
heart,cooking,,,,,,,,
adore,cooking,,,,,,,,
adore,cooking,,,,,,,,
like,cooking,,,,,,,,
heart,cooking,,,,,,,,
want,cooking,,,,,,,,
like,cooking,,,,,,,,
intrigued,cooking,,,,,,,,
hate,cooking,,,,,,,,
dislike,cooking,,,,,,,,
dislike,cooking,,,,,,,,
cherish,cooking,,,,,,,,
interested,cooking,,,,,,,,
want,cooking,,,,,,,,
dislike,cooking,,,,,,,,
worried,cooking,,,,,,,,
interested,cooking,,,,,,,,
cherish,cooking,,,,,,,,
intrigued,cooking,,,,,,,,
interested,cooking,,,,,,,,
love,cooking,,,,,,,,
like,cooking,,,,,,,,
intrigued,cooking,,,,,,,,
scared,cooking,,,,,,,,
worried,cooking,,,,,,,,
scared,cooking,,,,,,,,
like,cooking,,,,,,,,
like,cooking,,,,,,,,
hate,cooking,,,,,,,,
disgust,cooking,,,,,,,,
interested,cooking,,,,,,,,
indifferent,cooking,,,,,,,,
scared,cooking,,,,,,,,
like,cooking,,,,,,,,
dislike,cooking,,,,,,,,
dislike,cooking,,,,,,,,
adore,cooking,,,,,,,,
interested,cooking,,,,,,,,
adore,cooking,,,,,,,,
super love,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
like,public speaking,,,,,,,,
peeking,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
adore,public speaking,,,,,,,,
dislike,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
want,public speaking,,,,,,,,
interested,public speaking,,,,,,,,
adore,public speaking,,,,,,,,
interested,public speaking,,,,,,,,
adore,public speaking,,,,,,,,
peeking,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
scared,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
scared,public speaking,,,,,,,,
like,public speaking,,,,,,,,
love,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
hate,public speaking,,,,,,,,
love,public speaking,,,,,,,,
peeking,public speaking,,,,,,,,
scared,public speaking,,,,,,,,
interested,public speaking,,,,,,,,
dislike,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
interested,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
love,public speaking,,,,,,,,
dislike,public speaking,,,,,,,,
want,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
adore,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
scared,public speaking,,,,,,,,
peeking,public speaking,,,,,,,,
dislike,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
hate,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
want,public speaking,,,,,,,,
interested,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
want,public speaking,,,,,,,,
scared,public speaking,,,,,,,,
want,public speaking,,,,,,,,
scared,studying,,,,,,,,
disgust,studying,,,,,,,,
adore,studying,,,,,,,,
cherish,studying,,,,,,,,
adore,studying,,,,,,,,
love,studying,,,,,,,,
hate,studying,,,,,,,,
adore,studying,,,,,,,,
indifferent,studying,,,,,,,,
love,studying,,,,,,,,
indifferent,studying,,,,,,,,
worried,studying,,,,,,,,
hate,studying,,,,,,,,
heart,studying,,,,,,,,
interested,studying,,,,,,,,
adore,studying,,,,,,,,
heart,studying,,,,,,,,
super love,studying,,,,,,,,
hate,studying,,,,,,,,
peeking,studying,,,,,,,,
worried,studying,,,,,,,,
interested,studying,,,,,,,,
super love,studying,,,,,,,,
indifferent,studying,,,,,,,,
want,studying,,,,,,,,
hate,studying,,,,,,,,
heart,studying,,,,,,,,
super love,cooking,,,,,,,,
dislike,cooking,,,,,,,,
scared,cooking,,,,,,,,
peeking,cooking,,,,,,,,
hate,cooking,,,,,,,,
dislike,cooking,,,,,,,,
intrigued,cooking,,,,,,,,
interested,cooking,,,,,,,,
scared,cooking,,,,,,,,
super love,cooking,,,,,,,,
worried,cooking,,,,,,,,
want,cooking,,,,,,,,
super love,cooking,,,,,,,,
dislike,cooking,,,,,,,,
intrigued,cooking,,,,,,,,
disgust,cooking,,,,,,,,
like,cooking,,,,,,,,
disgust,cooking,,,,,,,,
hate,cooking,,,,,,,,
peeking,cooking,,,,,,,,
want,cooking,,,,,,,,
worried,cooking,,,,,,,,
dislike,Science,,,,,,,,
want,Science,,,,,,,,
hate,Science,,,,,,,,
worried,Science,,,,,,,,
worried,Science,,,,,,,,
scared,Science,,,,,,,,
want,Science,,,,,,,,
heart,Science,,,,,,,,
disgust,Science,,,,,,,,
cherish,Science,,,,,,,,
disgust,Science,,,,,,,,
super love,Science,,,,,,,,
heart,Science,,,,,,,,
disgust,Science,,,,,,,,
love,Science,,,,,,,,
want,Science,,,,,,,,
heart,Science,,,,,,,,
love,Science,,,,,,,,
want,Science,,,,,,,,
hate,Science,,,,,,,,
cherish,Science,,,,,,,,
interested,Science,,,,,,,,
intrigued,Science,,,,,,,,
heart,Science,,,,,,,,
interested,Science,,,,,,,,
worried,Science,,,,,,,,
like,Science,,,,,,,,
adore,Science,,,,,,,,
want,Science,,,,,,,,
dislike,Science,,,,,,,,
adore,Science,,,,,,,,
hate,Science,,,,,,,,
dislike,Science,,,,,,,,
peeking,Science,,,,,,,,
cherish,Science,,,,,,,,
worried,Science,,,,,,,,
scared,veganism,,,,,,,,
intrigued,veganism,,,,,,,,
disgust,veganism,,,,,,,,
want,veganism,,,,,,,,
intrigued,veganism,,,,,,,,
disgust,veganism,,,,,,,,
cherish,veganism,,,,,,,,
intrigued,veganism,,,,,,,,
worried,veganism,,,,,,,,
want,veganism,,,,,,,,
scared,veganism,,,,,,,,
love,veganism,,,,,,,,
like,veganism,,,,,,,,
hate,veganism,,,,,,,,
worried,veganism,,,,,,,,
adore,veganism,,,,,,,,
heart,veganism,,,,,,,,
dislike,veganism,,,,,,,,
disgust,veganism,,,,,,,,
dislike,veganism,,,,,,,,
hate,veganism,,,,,,,,
peeking,veganism,,,,,,,,
worried,veganism,,,,,,,,
adore,veganism,,,,,,,,
intrigued,veganism,,,,,,,,
scared,veganism,,,,,,,,
super love,technology,,,,,,,,
heart,technology,,,,,,,,
like,travel,,,,,,,,
like,travel,,,,,,,,
worried,travel,,,,,,,,
peeking,travel,,,,,,,,
hate,travel,,,,,,,,
want,travel,,,,,,,,
hate,travel,,,,,,,,
peeking,travel,,,,,,,,
dislike,travel,,,,,,,,
disgust,travel,,,,,,,,
like,travel,,,,,,,,
love,travel,,,,,,,,
super love,travel,,,,,,,,
dislike,travel,,,,,,,,
hate,travel,,,,,,,,
want,travel,,,,,,,,
indifferent,travel,,,,,,,,
intrigued,travel,,,,,,,,
cherish,travel,,,,,,,,
like,travel,,,,,,,,
like,travel,,,,,,,,
heart,travel,,,,,,,,
adore,travel,,,,,,,,
interested,travel,,,,,,,,
worried,travel,,,,,,,,
super love,travel,,,,,,,,
like,travel,,,,,,,,
disgust,studying,,,,,,,,
scared,studying,,,,,,,,
cherish,studying,,,,,,,,
super love,studying,,,,,,,,
super love,studying,,,,,,,,
intrigued,studying,,,,,,,,
love,studying,,,,,,,,
cherish,studying,,,,,,,,
dislike,studying,,,,,,,,
hate,studying,,,,,,,,
want,studying,,,,,,,,
adore,studying,,,,,,,,
heart,studying,,,,,,,,
hate,studying,,,,,,,,
like,studying,,,,,,,,
worried,studying,,,,,,,,
like,studying,,,,,,,,
super love,studying,,,,,,,,
adore,food,,,,,,,,
cherish,food,,,,,,,,
intrigued,food,,,,,,,,
hate,food,,,,,,,,
heart,food,,,,,,,,
peeking,food,,,,,,,,
scared,food,,,,,,,,
love,food,,,,,,,,
indifferent,food,,,,,,,,
cherish,food,,,,,,,,
love,food,,,,,,,,
like,food,,,,,,,,
worried,food,,,,,,,,
indifferent,food,,,,,,,,
interested,food,,,,,,,,
worried,food,,,,,,,,
heart,food,,,,,,,,
cherish,food,,,,,,,,
heart,food,,,,,,,,
peeking,food,,,,,,,,
dislike,food,,,,,,,,
adore,food,,,,,,,,
want,food,,,,,,,,
scared,food,,,,,,,,
cherish,food,,,,,,,,
heart,food,,,,,,,,
intrigued,food,,,,,,,,
want,food,,,,,,,,
peeking,food,,,,,,,,
dislike,veganism,,,,,,,,
super love,veganism,,,,,,,,
love,veganism,,,,,,,,
indifferent,veganism,,,,,,,,
hate,veganism,,,,,,,,
hate,veganism,,,,,,,,
love,veganism,,,,,,,,
adore,veganism,,,,,,,,
super love,veganism,,,,,,,,
dislike,veganism,,,,,,,,
adore,veganism,,,,,,,,
scared,veganism,,,,,,,,
intrigued,veganism,,,,,,,,
adore,veganism,,,,,,,,
intrigued,veganism,,,,,,,,
indifferent,veganism,,,,,,,,
like,veganism,,,,,,,,
adore,veganism,,,,,,,,
hate,veganism,,,,,,,,
cherish,veganism,,,,,,,,
love,veganism,,,,,,,,
like,veganism,,,,,,,,
scared,veganism,,,,,,,,
disgust,veganism,,,,,,,,
super love,veganism,,,,,,,,
cherish,veganism,,,,,,,,
like,veganism,,,,,,,,
heart,veganism,,,,,,,,
disgust,veganism,,,,,,,,
indifferent,veganism,,,,,,,,
super love,veganism,,,,,,,,
love,veganism,,,,,,,,
scared,veganism,,,,,,,,
dislike,veganism,,,,,,,,
want,veganism,,,,,,,,
cherish,veganism,,,,,,,,
worried,veganism,,,,,,,,
love,veganism,,,,,,,,
dislike,veganism,,,,,,,,
hate,animals,,,,,,,,
peeking,animals,,,,,,,,
interested,animals,,,,,,,,
worried,animals,,,,,,,,
dislike,animals,,,,,,,,
super love,animals,,,,,,,,
peeking,animals,,,,,,,,
peeking,animals,,,,,,,,
love,animals,,,,,,,,
scared,animals,,,,,,,,
disgust,animals,,,,,,,,
peeking,animals,,,,,,,,
love,animals,,,,,,,,
peeking,animals,,,,,,,,
disgust,animals,,,,,,,,
indifferent,animals,,,,,,,,
love,animals,,,,,,,,
indifferent,animals,,,,,,,,
intrigued,animals,,,,,,,,
interested,animals,,,,,,,,
indifferent,animals,,,,,,,,
indifferent,animals,,,,,,,,
worried,animals,,,,,,,,
peeking,animals,,,,,,,,
cherish,animals,,,,,,,,
worried,animals,,,,,,,,
want,animals,,,,,,,,
interested,animals,,,,,,,,
interested,animals,,,,,,,,
want,animals,,,,,,,,
indifferent,animals,,,,,,,,
heart,animals,,,,,,,,
super love,animals,,,,,,,,
hate,animals,,,,,,,,
adore,animals,,,,,,,,
indifferent,animals,,,,,,,,
hate,animals,,,,,,,,
love,animals,,,,,,,,
hate,animals,,,,,,,,
intrigued,animals,,,,,,,,
cherish,animals,,,,,,,,
want,animals,,,,,,,,
disgust,animals,,,,,,,,
hate,animals,,,,,,,,
super love,animals,,,,,,,,
interested,animals,,,,,,,,
dislike,animals,,,,,,,,
peeking,animals,,,,,,,,
cherish,animals,,,,,,,,
scared,animals,,,,,,,,
heart,animals,,,,,,,,
adore,animals,,,,,,,,
hate,animals,,,,,,,,
peeking,animals,,,,,,,,
love,animals,,,,,,,,
peeking,animals,,,,,,,,
disgust,animals,,,,,,,,
hate,animals,,,,,,,,
hate,animals,,,,,,,,
cherish,animals,,,,,,,,
scared,animals,,,,,,,,
super love,animals,,,,,,,,
disgust,animals,,,,,,,,
indifferent,animals,,,,,,,,
peeking,animals,,,,,,,,
scared,animals,,,,,,,,
hate,culture,,,,,,,,
peeking,culture,,,,,,,,
scared,culture,,,,,,,,
like,culture,,,,,,,,
cherish,culture,,,,,,,,
adore,culture,,,,,,,,
disgust,culture,,,,,,,,
dislike,culture,,,,,,,,
indifferent,culture,,,,,,,,
interested,culture,,,,,,,,
interested,culture,,,,,,,,
indifferent,culture,,,,,,,,
want,culture,,,,,,,,
intrigued,culture,,,,,,,,
adore,culture,,,,,,,,
scared,culture,,,,,,,,
interested,culture,,,,,,,,
intrigued,culture,,,,,,,,
scared,culture,,,,,,,,
like,culture,,,,,,,,
heart,culture,,,,,,,,
heart,culture,,,,,,,,
love,culture,,,,,,,,
scared,culture,,,,,,,,
dislike,culture,,,,,,,,
scared,culture,,,,,,,,
peeking,culture,,,,,,,,
dislike,culture,,,,,,,,
disgust,culture,,,,,,,,
cherish,culture,,,,,,,,
heart,culture,,,,,,,,
heart,culture,,,,,,,,
love,culture,,,,,,,,
indifferent,culture,,,,,,,,
peeking,culture,,,,,,,,
intrigued,culture,,,,,,,,
intrigued,culture,,,,,,,,
dislike,culture,,,,,,,,
want,culture,,,,,,,,
cherish,soccer,,,,,,,,
like,soccer,,,,,,,,
scared,soccer,,,,,,,,
worried,soccer,,,,,,,,
intrigued,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
worried,soccer,,,,,,,,
interested,soccer,,,,,,,,
hate,soccer,,,,,,,,
scared,soccer,,,,,,,,
like,soccer,,,,,,,,
like,soccer,,,,,,,,
peeking,soccer,,,,,,,,
worried,soccer,,,,,,,,
scared,soccer,,,,,,,,
dislike,soccer,,,,,,,,
scared,soccer,,,,,,,,
worried,soccer,,,,,,,,
cherish,soccer,,,,,,,,
heart,soccer,,,,,,,,
worried,soccer,,,,,,,,
heart,soccer,,,,,,,,
dislike,soccer,,,,,,,,
heart,soccer,,,,,,,,
like,soccer,,,,,,,,
like,soccer,,,,,,,,
worried,soccer,,,,,,,,
cherish,soccer,,,,,,,,
heart,soccer,,,,,,,,
scared,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
love,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
disgust,soccer,,,,,,,,
love,soccer,,,,,,,,
peeking,soccer,,,,,,,,
disgust,soccer,,,,,,,,
peeking,soccer,,,,,,,,
cherish,soccer,,,,,,,,
like,soccer,,,,,,,,
love,soccer,,,,,,,,
want,soccer,,,,,,,,
like,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
love,food,,,,,,,,
want,food,,,,,,,,
cherish,food,,,,,,,,
heart,food,,,,,,,,
disgust,food,,,,,,,,
love,food,,,,,,,,
like,food,,,,,,,,
intrigued,food,,,,,,,,
interested,food,,,,,,,,
indifferent,food,,,,,,,,
like,food,,,,,,,,
interested,food,,,,,,,,
disgust,food,,,,,,,,
heart,food,,,,,,,,
like,food,,,,,,,,
indifferent,food,,,,,,,,
love,food,,,,,,,,
hate,food,,,,,,,,
dislike,food,,,,,,,,
peeking,food,,,,,,,,
want,food,,,,,,,,
dislike,food,,,,,,,,
hate,food,,,,,,,,
heart,food,,,,,,,,
indifferent,food,,,,,,,,
peeking,food,,,,,,,,
peeking,food,,,,,,,,
peeking,food,,,,,,,,
want,food,,,,,,,,
peeking,food,,,,,,,,
want,food,,,,,,,,
intrigued,food,,,,,,,,
indifferent,food,,,,,,,,
love,food,,,,,,,,
love,food,,,,,,,,
interested,food,,,,,,,,
indifferent,food,,,,,,,,
disgust,food,,,,,,,,
hate,food,,,,,,,,
hate,food,,,,,,,,
cherish,food,,,,,,,,
interested,education,,,,,,,,
want,education,,,,,,,,
like,education,,,,,,,,
worried,education,,,,,,,,
hate,education,,,,,,,,
scared,education,,,,,,,,
cherish,education,,,,,,,,
want,education,,,,,,,,
super love,education,,,,,,,,
heart,education,,,,,,,,
dislike,education,,,,,,,,
heart,education,,,,,,,,
worried,education,,,,,,,,
peeking,education,,,,,,,,
adore,education,,,,,,,,
disgust,education,,,,,,,,
like,soccer,,,,,,,,
heart,soccer,,,,,,,,
peeking,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
want,soccer,,,,,,,,
disgust,soccer,,,,,,,,
love,soccer,,,,,,,,
dislike,soccer,,,,,,,,
peeking,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
peeking,soccer,,,,,,,,
indifferent,soccer,,,,,,,,
scared,soccer,,,,,,,,
want,soccer,,,,,,,,
love,soccer,,,,,,,,
dislike,soccer,,,,,,,,
super love,soccer,,,,,,,,
like,soccer,,,,,,,,
like,soccer,,,,,,,,
disgust,soccer,,,,,,,,
like,soccer,,,,,,,,
heart,soccer,,,,,,,,
love,soccer,,,,,,,,
disgust,soccer,,,,,,,,
love,soccer,,,,,,,,
dislike,soccer,,,,,,,,
intrigued,soccer,,,,,,,,
super love,soccer,,,,,,,,
dislike,soccer,,,,,,,,
heart,soccer,,,,,,,,
indifferent,public speaking,,,,,,,,
dislike,public speaking,,,,,,,,
love,public speaking,,,,,,,,
scared,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
scared,public speaking,,,,,,,,
disgust,public speaking,,,,,,,,
scared,public speaking,,,,,,,,
interested,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
want,public speaking,,,,,,,,
dislike,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
interested,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
interested,public speaking,,,,,,,,
love,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
dislike,public speaking,,,,,,,,
love,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
love,public speaking,,,,,,,,
scared,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
like,public speaking,,,,,,,,
cherish,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
worried,travel,,,,,,,,
disgust,travel,,,,,,,,
disgust,travel,,,,,,,,
super love,travel,,,,,,,,
love,travel,,,,,,,,
scared,travel,,,,,,,,
disgust,travel,,,,,,,,
dislike,travel,,,,,,,,
hate,travel,,,,,,,,
dislike,travel,,,,,,,,
scared,travel,,,,,,,,
like,travel,,,,,,,,
hate,travel,,,,,,,,
heart,travel,,,,,,,,
hate,travel,,,,,,,,
adore,travel,,,,,,,,
adore,travel,,,,,,,,
dislike,travel,,,,,,,,
adore,travel,,,,,,,,
super love,travel,,,,,,,,
love,travel,,,,,,,,
want,travel,,,,,,,,
hate,travel,,,,,,,,
heart,travel,,,,,,,,
dislike,travel,,,,,,,,
intrigued,travel,,,,,,,,
peeking,travel,,,,,,,,
hate,travel,,,,,,,,
peeking,travel,,,,,,,,
cherish,travel,,,,,,,,
cherish,travel,,,,,,,,
interested,travel,,,,,,,,
want,travel,,,,,,,,
disgust,travel,,,,,,,,
intrigued,travel,,,,,,,,
want,travel,,,,,,,,
indifferent,travel,,,,,,,,
worried,travel,,,,,,,,
scared,travel,,,,,,,,
dislike,travel,,,,,,,,
super love,travel,,,,,,,,
disgust,travel,,,,,,,,
adore,travel,,,,,,,,
want,travel,,,,,,,,
love,public speaking,,,,,,,,
scared,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
want,public speaking,,,,,,,,
peeking,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
want,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
dislike,public speaking,,,,,,,,
dislike,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
want,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
peeking,public speaking,,,,,,,,
scared,public speaking,,,,,,,,
love,public speaking,,,,,,,,
love,public speaking,,,,,,,,
peeking,public speaking,,,,,,,,
cherish,public speaking,,,,,,,,
disgust,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
disgust,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
interested,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
dislike,public speaking,,,,,,,,
interested,public speaking,,,,,,,,
love,public speaking,,,,,,,,
want,public speaking,,,,,,,,
adore,public speaking,,,,,,,,
want,public speaking,,,,,,,,
cherish,public speaking,,,,,,,,
dislike,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
cherish,public speaking,,,,,,,,
adore,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
interested,technology,,,,,,,,
interested,technology,,,,,,,,
adore,technology,,,,,,,,
super love,technology,,,,,,,,
indifferent,technology,,,,,,,,
peeking,technology,,,,,,,,
scared,technology,,,,,,,,
scared,technology,,,,,,,,
love,technology,,,,,,,,
love,technology,,,,,,,,
interested,technology,,,,,,,,
heart,technology,,,,,,,,
love,technology,,,,,,,,
super love,technology,,,,,,,,
adore,technology,,,,,,,,
love,technology,,,,,,,,
dislike,technology,,,,,,,,
want,technology,,,,,,,,
worried,technology,,,,,,,,
super love,technology,,,,,,,,
adore,technology,,,,,,,,
dislike,technology,,,,,,,,
peeking,technology,,,,,,,,
indifferent,technology,,,,,,,,
cherish,technology,,,,,,,,
dislike,technology,,,,,,,,
want,technology,,,,,,,,
scared,technology,,,,,,,,
disgust,studying,,,,,,,,
interested,fitness,,,,,,,,
heart,fitness,,,,,,,,
like,fitness,,,,,,,,
scared,fitness,,,,,,,,
cherish,fitness,,,,,,,,
cherish,fitness,,,,,,,,
love,fitness,,,,,,,,
interested,fitness,,,,,,,,
want,fitness,,,,,,,,
peeking,fitness,,,,,,,,
dislike,fitness,,,,,,,,
disgust,fitness,,,,,,,,
heart,fitness,,,,,,,,
interested,fitness,,,,,,,,
disgust,fitness,,,,,,,,
disgust,fitness,,,,,,,,
love,fitness,,,,,,,,
peeking,fitness,,,,,,,,
interested,fitness,,,,,,,,
heart,fitness,,,,,,,,
love,studying,,,,,,,,
super love,studying,,,,,,,,
indifferent,studying,,,,,,,,
love,studying,,,,,,,,
want,studying,,,,,,,,
adore,studying,,,,,,,,
adore,studying,,,,,,,,
disgust,studying,,,,,,,,
adore,studying,,,,,,,,
super love,studying,,,,,,,,
adore,studying,,,,,,,,
love,studying,,,,,,,,
hate,studying,,,,,,,,
hate,studying,,,,,,,,
disgust,studying,,,,,,,,
like,studying,,,,,,,,
